start_date,end_date,status,progress,duration_in_seconds,finished,recorded_date,response_id,distribution_channel,user_language,consent,student,college_year,college_type,residence_current,resdence_other,reside_famliy,reside_friends,reside_so,reside_alone,reside_other,reside_text,relocate_covid,days_disrupt,relocate_problem,reloacte_help,sleep_covid,sleep_fall,sleep_stay,sleep_fatigued,sleep_nightmares,fatigue_decide,concentrate,optimistic,resilient,resilient_covid,relationships,humor,humor_help,friends,friends_help,faith,faith_help,self_care,motivation,self_esteem,energy,happiness,hopeful,life_sat,homework,forgetting,talk_covid,avoid_covid,spaced,sadness,lashed_out,people_talk,talk_helps,talk_dont,accept_changes,worried,support_peers,support_family,support_extend,support_staff,support_faculty,support_admin,reduced_contact,family_isolate,financial_trouble,family_essential,school_safe,negative_home,positive_home,negative_campus,positive_campus,coerce,threaten,safe_place,family_track,alcohol,marijuana,tobacco,drugs,other,other_text,pre_unsafe_home,pre_unsafe_community,pre_community_violence,pre_discrimination,break_in,post_unsafe_home,post_unsafe_community,post_community_violence,post_discrimination,post_none,post_increase,post_fear,cv_decision,ace_swear,swear_cope,ace_fear,fear_cope,ace_special,special_cope,ace_food,food_cope,ace_divorce,divorce_cope,ace_alcohol,alcohol_cope,ace_depressed,depressed_cope,ptsd,ptsd_time,ptsd_symptoms,ptsd_illness,ptsd_increase,post_intrusive,post_dreams,post_recurring,post_exposure,post_reactivity,post_thoughts,post_places,post_recall,post_interest,post_detach,post_affect,post_future,post_sleep,post_anger,post_concentrate,post_vigilance,post_startle,post_impair,ptsd_decrease,post_intrusive_d,post_dreams_d,post_recurring_d,post_exposure_d,post_reactivity_d,post_thoughts_d,post_places_d,post_recall_d,post_interest_d,post_detach_d,post_affect_d,post_future_d,post_sleep_d,post_anger_d,post_concentrate_d,post_vigilance_d,post_startle_d,post_impair_d,mental_illness,treatment,dependent,work,income_housing,unemployed,care_others,vulnerable,dependent_food,parent_unemployed,financial_worry,job_loss,rent,apply_unemployment,worry_school,no_worry,indepedent,personal_income,family_income,fin_aid,amount,age,gender,gender_other,ethnicity_white,ethnicity_black,ethnicity_native,ethnicity_asian,ethnicity_latinx,ethnicity_middle_east,ethnicity_hawaiian,ethnicity_other,ethnicity_text,parent_school,parent_job
2020-04-17T13:05:37Z,2020-04-17T13:23:06Z,0,100,1048,1,2020-04-17T13:23:06Z,R_2aOXbG9Gksw8TS7,anonymous,EN,1,1,1,4,1,,1,NA,NA,NA,NA,,1,NA,2,1,2,2,2,7,2,1,12,4,5,4,3,1,5,4,2,2,NA,3,2,3,2,2,4,3,1,4,4,4,2,5,5,2,2,5,1,2,1,5,4,3,3,2,1,27,1,22,5,3,3,1,1,2,4,2,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,3,1,3,2,3,5,NA,NA,NA,1,NA,2,NA,3,1,1,47,1,,1,NA,NA,NA,NA,NA,NA,NA,,6,1
2020-04-17T12:45:31Z,2020-04-17T13:45:51Z,0,100,3620,1,2020-04-17T13:45:52Z,R_2zdNnOYArOkjEkQ,anonymous,EN,1,1,6,4,1,,1,NA,NA,NA,NA,,3,3,2,1,2,4,1,7,1,2,16,5,5,5,4,1,5,5,NA,2,NA,4,3,3,3,4,4,4,4,4,5,2,4,5,5,1,3,3,2,4,5,5,4,5,5,5,1,27,1,21,5,1,5,1,5,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,2,NA,NA,3,5,NA,NA,NA,1,NA,2,NA,5,2,NA,42,1,,1,NA,NA,NA,NA,NA,NA,NA,,8,2
2020-04-17T14:38:20Z,2020-04-17T14:51:50Z,0,100,810,1,2020-04-17T14:51:50Z,R_2YnvDmTik9orsYq,anonymous,EN,1,1,2,4,3,,NA,1,NA,NA,NA,,1,NA,NA,NA,5,2,2,7,2,3,15,4,4,5,3,1,4,5,NA,2,NA,1,2,3,3,3,2,3,4,4,2,5,1,2,3,2,4,4,2,5,4,4,3,2,2,1,2,27,6,22,3,4,2,2,3,2,4,1,2,1,1,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,2,2,NA,2,NA,2,NA,2,NA,1,3,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,1,3,2,NA,NA,4,5,NA,NA,NA,NA,1,1,1,NA,1,2,43,1,,1,NA,NA,NA,NA,NA,NA,NA,,6,1
2020-04-17T14:57:49Z,2020-04-17T15:06:44Z,0,100,534,1,2020-04-17T15:06:44Z,R_2YLFX1N61siRJJ2,anonymous,EN,1,1,3,4,1,,1,NA,NA,NA,NA,,3,2,2,2,4,1,1,7,2,2,17,5,5,4,4,1,5,4,5,2,NA,4,2,3,3,3,3,3,2,3,3,4,3,2,2,2,2,4,3,3,3,4,3,3,4,3,2,28,6,22,3,3,4,1,1,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,2,1,2,NA,NA,3,5,1,NA,NA,NA,NA,2,NA,5,2,NA,43,2,,1,NA,NA,NA,NA,NA,NA,NA,,5,1
2020-04-17T15:56:27Z,2020-04-17T16:21:38Z,0,100,1511,1,2020-04-17T16:21:39Z,R_1hAVCsJUkLLzjSW,anonymous,EN,1,1,1,4,1,,1,NA,NA,NA,NA,,3,3,2,3,5,2,1,6,2,1,17,4,5,4,4,1,4,4,5,1,2,4,2,1,3,2,2,3,2,5,5,3,3,2,3,1,4,3,4,4,4,5,5,4,4,2,2,27,6,21,4,3,3,3,3,2,3,2,2,NA,NA,NA,NA,NA,,NA,1,NA,NA,1,NA,1,NA,NA,NA,5,4,5,2,NA,1,1,2,NA,2,NA,2,NA,1,1,1,1,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,1,2,NA,NA,3,3,NA,NA,NA,NA,1,2,NA,2,1,1,47,2,,1,NA,NA,NA,NA,NA,NA,NA,,2,1
2020-04-17T16:08:23Z,2020-04-17T16:29:03Z,0,100,1240,1,2020-04-17T16:29:04Z,R_9QxB2CxnGd2ZpXH,anonymous,EN,1,1,1,4,1,,1,NA,NA,NA,NA,,1,NA,2,1,5,3,2,9,2,1,15,2,4,5,3,1,5,5,NA,1,3,2,4,5,2,3,3,4,2,1,5,NA,3,3,2,2,NA,1,2,5,3,4,1,1,2,1,1,27,1,21,5,1,5,1,1,2,4,1,2,NA,NA,NA,NA,NA,,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,1,1,1,1,1,1,2,NA,1,1,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,1,2,3,3,5,NA,NA,NA,NA,1,2,NA,4,2,NA,8,2,,1,1,NA,NA,NA,NA,NA,NA,,6,1
2020-04-17T16:46:51Z,2020-04-17T16:57:17Z,0,100,626,1,2020-04-17T16:57:18Z,R_SVqCKysNEQcEZJn,anonymous,EN,1,1,1,4,1,,1,NA,NA,NA,NA,,1,NA,1,1,5,2,3,9,2,1,15,2,5,5,3,1,3,5,NA,1,3,2,4,5,2,3,3,4,2,1,5,NA,3,3,2,2,NA,1,2,NA,3,4,1,1,2,1,1,27,1,21,3,1,5,1,1,2,4,1,2,NA,NA,NA,NA,NA,,1,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,1,1,1,1,1,1,2,NA,1,1,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,1,2,3,3,5,NA,NA,NA,NA,1,2,NA,4,2,NA,8,2,,1,1,NA,NA,NA,NA,NA,NA,,6,1
2020-04-17T17:35:49Z,2020-04-17T17:49:27Z,0,100,817,1,2020-04-17T17:49:27Z,R_2dgx0AVj1PUiJEM,social,EN,1,1,6,4,1,,1,NA,NA,NA,NA,,2,2,1,2,3,4,3,7,2,1,13,2,5,1,4,1,2,4,4,2,NA,3,3,3,2,3,3,4,4,4,5,4,5,5,5,1,2,5,3,NA,5,5,3,3,3,3,1,27,1,21,1,1,4,1,4,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,2,NA,NA,1,3,1,NA,NA,NA,NA,2,NA,6,1,2,47,2,,1,NA,NA,NA,NA,NA,NA,NA,,3,1
2020-04-17T17:59:15Z,2020-04-17T18:48:12Z,0,100,2937,1,2020-04-17T18:48:13Z,R_1kHubl1HVkG9uWz,anonymous,EN,1,1,6,4,2,,1,NA,NA,NA,NA,,2,2,NA,NA,1,5,5,6,2,5,17,1,1,1,2,2,NA,4,1,1,5,3,5,5,5,5,5,5,1,1,NA,1,1,NA,1,1,NA,1,1,1,3,5,1,5,4,2,1,27,1,21,5,1,5,4,5,1,NA,1,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,1,5,2,NA,1,5,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,2,NA,1,1,2,1,4,5,NA,NA,NA,NA,1,1,6,NA,1,2,42,1,,NA,1,NA,NA,NA,NA,NA,NA,,3,5
2020-04-17T18:50:43Z,2020-04-17T19:22:21Z,0,100,1898,1,2020-04-17T19:22:22Z,R_22ETD3bDzQlXA2J,anonymous,EN,1,1,1,4,1,,1,NA,NA,NA,NA,,2,2,1,2,1,2,3,6,2,1,16,5,5,5,2,1,5,4,4,1,5,3,5,5,5,5,5,3,2,2,2,3,2,2,2,2,2,2,2,2,5,5,5,4,4,4,5,27,1,22,5,1,5,3,5,2,4,1,2,NA,NA,NA,NA,1,food and netflix,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,2,NA,2,NA,2,NA,2,NA,1,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,3,3,2,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,4,1,2,47,1,,NA,1,NA,NA,NA,NA,NA,NA,,6,1
2020-04-17T19:15:17Z,2020-04-17T19:24:04Z,0,100,527,1,2020-04-17T19:24:04Z,R_pQsbG6m9i6I9u13,anonymous,EN,1,1,2,4,1,,1,NA,NA,NA,NA,,2,1,2,1,3,2,3,9,2,2,17,2,4,2,3,1,4,4,5,2,NA,2,2,2,1,1,1,2,2,3,2,2,3,1,1,2,4,4,5,2,3,5,2,2,1,1,1,27,1,21,5,2,4,3,3,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,5,2,NA,2,NA,2,NA,2,NA,2,NA,1,2,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,3,2,NA,NA,2,4,NA,NA,NA,NA,1,2,NA,5,2,NA,42,2,,1,NA,NA,NA,NA,NA,NA,NA,,5,1
2020-04-17T19:43:25Z,2020-04-17T19:52:07Z,0,100,522,1,2020-04-17T19:52:08Z,R_31cNDLrOV9TJumy,anonymous,EN,1,1,6,3,1,,1,NA,NA,NA,NA,,3,6,2,3,4,1,2,8,2,2,17,4,4,4,4,1,3,4,4,2,NA,2,2,1,2,2,2,1,2,4,1,5,4,2,3,1,1,5,2,2,5,4,4,4,4,2,1,28,6,22,3,2,4,1,5,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,1,4,4,4,1,3,2,NA,2,NA,2,NA,1,NA,2,NA,1,4,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,1,1,1,2,1,3,NA,NA,NA,1,NA,1,1,NA,1,3,47,2,,NA,NA,NA,1,NA,NA,NA,NA,,2,4
2020-04-17T19:56:22Z,2020-04-17T20:25:49Z,0,100,1766,1,2020-04-17T20:25:49Z,R_3EmYucm9tv6nPe3,anonymous,EN,1,1,3,3,1,,1,NA,NA,NA,NA,,1,NA,2,3,5,4,4,8,2,3,15,4,2,3,3,1,4,5,NA,1,5,4,3,1,2,2,4,4,2,5,1,5,4,1,3,2,3,5,4,2,5,3,2,1,2,1,5,27,6,22,4,3,2,2,3,2,2,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,4,1,2,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,NA,1,2,NA,NA,1,2,1,NA,1,NA,NA,1,1,NA,1,1,43,2,,1,NA,NA,NA,NA,NA,NA,NA,,4,3
2020-04-17T21:05:04Z,2020-04-17T21:15:23Z,0,100,619,1,2020-04-17T21:15:23Z,R_2V4LRGLjPI3fUFz,anonymous,EN,1,1,3,4,1,,1,NA,NA,NA,NA,,2,1,2,2,4,3,3,7,1,3,16,4,4,4,4,1,4,4,5,2,NA,2,2,3,2,2,2,3,3,4,2,4,4,2,2,2,4,4,4,2,4,4,3,4,4,3,2,27,1,21,4,1,1,5,1,1,4,1,2,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,2,3,2,NA,NA,3,3,NA,NA,NA,NA,1,2,NA,5,2,NA,43,2,,1,NA,NA,NA,NA,NA,NA,NA,,5,1
2020-04-17T22:11:51Z,2020-04-17T22:20:20Z,0,100,508,1,2020-04-17T22:20:20Z,R_ptmEWoXzr4ETGSJ,anonymous,EN,1,1,2,4,1,,1,NA,NA,NA,NA,,2,2,2,3,2,4,3,8,2,2,15,4,5,4,4,1,4,4,5,1,4,3,3,3,3,3,3,3,2,4,4,2,4,2,3,2,4,4,4,4,4,5,4,2,3,3,2,27,1,22,4,1,4,1,4,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,NA,3,2,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,5,2,NA,42,2,,1,NA,NA,NA,NA,NA,NA,NA,,4,1
2020-04-17T22:13:56Z,2020-04-17T22:24:54Z,0,100,657,1,2020-04-17T22:24:54Z,R_24rc8uiKG3vLyHo,anonymous,EN,1,1,3,4,1,,1,NA,NA,NA,NA,,3,3,2,2,5,4,5,9,2,1,15,5,5,5,4,2,NA,4,5,2,NA,3,4,4,3,4,3,3,3,4,2,4,4,2,2,1,2,4,2,2,5,5,5,5,5,3,5,27,6,21,4,1,5,1,5,1,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,2,NA,2,NA,2,NA,2,NA,1,3,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,3,2,2,NA,NA,3,4,NA,NA,NA,1,NA,1,1,NA,1,1,43,2,,1,NA,NA,NA,NA,NA,NA,NA,,5,1
2020-04-17T22:17:24Z,2020-04-17T22:38:30Z,0,100,1266,1,2020-04-17T22:38:30Z,R_1dgdQZ9ScUxJq3P,anonymous,EN,1,1,1,4,1,,1,NA,NA,NA,NA,,3,7,1,3,5,5,2,9,1,5,17,5,5,2,4,2,NA,4,1,2,NA,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,5,2,5,5,5,5,5,3,1,27,1,21,1,1,5,5,1,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,1,,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,1,2,NA,NA,3,4,NA,NA,NA,1,NA,2,NA,6,2,NA,8,2,,1,NA,NA,NA,NA,NA,NA,NA,,7,1
2020-04-17T22:38:52Z,2020-04-17T22:48:16Z,0,100,564,1,2020-04-17T22:48:16Z,R_6sWQGgCpqHjolt7,anonymous,EN,1,1,1,4,1,,1,NA,NA,NA,NA,,3,7,2,2,4,2,2,9,1,3,16,4,4,4,4,1,4,4,5,2,NA,3,3,3,2,3,2,3,2,3,2,3,3,2,2,1,2,5,3,2,4,5,5,4,4,4,1,27,6,21,3,1,5,1,5,2,4,2,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,3,1,2,NA,NA,3,4,NA,NA,NA,NA,1,2,NA,6,1,1,8,2,,1,NA,NA,NA,NA,NA,NA,NA,,7,1
2020-04-17T22:38:53Z,2020-04-17T22:53:46Z,0,100,893,1,2020-04-17T22:53:47Z,R_3kaMqO20B9mTLOb,anonymous,EN,1,1,1,4,1,,1,NA,NA,NA,NA,,2,4,2,1,5,2,2,10,1,3,16,4,4,4,3,1,4,4,5,1,5,2,1,2,2,3,3,3,3,3,4,2,2,2,2,2,4,4,2,2,4,5,4,2,2,1,1,27,6,22,5,1,5,1,1,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,5,2,NA,2,NA,2,NA,2,NA,1,3,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,2,2,NA,NA,3,4,NA,NA,NA,1,NA,2,NA,6,2,NA,8,2,,1,NA,NA,1,NA,NA,NA,NA,,5,1
2020-04-17T22:58:28Z,2020-04-17T23:09:39Z,0,100,671,1,2020-04-17T23:09:39Z,R_9tdlYXT7FpOcewp,anonymous,EN,1,1,6,4,1,,1,NA,NA,NA,NA,,3,4,2,2,5,3,2,9,1,5,17,1,3,2,4,1,3,4,5,2,NA,1,3,3,3,3,2,3,4,4,3,3,2,2,3,1,3,4,2,3,5,4,4,4,4,3,1,27,6,21,5,1,3,1,3,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,2,NA,NA,3,4,NA,NA,NA,1,NA,2,NA,5,1,1,42,2,,1,NA,NA,NA,NA,NA,NA,NA,,6,2
2020-04-17T16:34:56Z,2020-04-18T00:39:24Z,0,100,29068,1,2020-04-18T00:39:24Z,R_31ZPHrgMBdNhFXp,anonymous,EN,1,1,2,4,1,,1,NA,NA,NA,NA,,2,3,2,2,3,2,1,7,2,1,16,2,4,4,4,1,3,5,NA,2,NA,3,2,4,3,3,3,3,2,2,1,5,2,2,2,1,3,5,2,4,4,5,4,1,2,2,1,28,1,21,3,1,4,1,3,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,1,2,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,5,2,NA,43,1,,1,NA,NA,NA,NA,NA,NA,NA,,5,1
2020-04-18T00:44:43Z,2020-04-18T00:51:49Z,0,100,424,1,2020-04-18T00:51:49Z,R_UlJ9EvAAi2ICytj,anonymous,EN,1,1,1,4,1,,1,NA,NA,NA,NA,,3,3,2,3,5,2,2,7,2,2,17,4,5,2,4,1,5,4,5,2,NA,3,1,4,4,3,2,3,1,3,2,3,3,2,3,1,2,4,2,2,5,5,4,3,2,1,1,27,1,21,5,1,5,1,5,2,4,1,2,1,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,3,2,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,6,2,NA,47,2,,1,NA,NA,NA,NA,NA,NA,NA,,7,8
2020-04-18T09:14:53Z,2020-04-18T09:31:46Z,0,100,1012,1,2020-04-18T09:31:47Z,R_vPKrVju9LF9DiQp,anonymous,EN,1,1,6,4,1,,1,NA,NA,NA,NA,,2,3,2,2,1,5,4,9,2,2,17,4,4,4,2,1,4,4,5,1,4,1,3,4,2,3,4,3,1,1,2,5,1,2,2,2,1,4,3,5,4,3,2,3,4,2,5,28,6,22,3,2,5,2,4,2,6,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,5,1,3,2,NA,1,4,2,NA,1,3,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,3,1,1,3,3,2,NA,1,NA,1,NA,2,NA,2,1,1,47,2,,NA,1,NA,NA,NA,NA,NA,NA,,4,1
2020-04-18T10:24:29Z,2020-04-18T10:34:02Z,0,100,573,1,2020-04-18T10:34:02Z,R_1C7wp7emF7vz5Pt,anonymous,EN,1,1,1,4,1,,1,NA,NA,NA,NA,,3,3,2,2,3,1,2,9,2,1,16,2,4,4,4,1,4,4,5,2,NA,4,2,1,3,2,5,1,3,5,3,1,4,1,2,1,5,4,4,2,2,5,4,3,2,2,1,28,1,21,3,1,5,1,1,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,2,NA,NA,3,4,NA,NA,NA,NA,1,2,NA,5,1,1,47,2,,1,NA,NA,NA,NA,NA,NA,NA,,6,8
2020-04-18T10:56:46Z,2020-04-18T11:08:54Z,0,100,728,1,2020-04-18T11:08:54Z,R_Z1AuM06HMUM6ekh,anonymous,EN,1,1,1,4,1,,1,NA,NA,NA,NA,,1,NA,2,2,4,5,4,7,2,2,15,4,4,4,3,1,4,5,NA,2,NA,4,1,3,2,2,2,2,2,4,4,4,2,3,4,2,3,4,2,1,2,3,1,1,3,NA,1,28,6,22,3,2,3,1,3,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,1,3,1,3,2,NA,2,NA,2,NA,2,NA,1,3,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,2,NA,NA,3,4,NA,NA,NA,NA,1,2,NA,3,1,1,8,2,,NA,NA,NA,NA,1,NA,NA,NA,,1,8
